SMILES_solute,SMILES_solvent,T/K,COSMO-SAC1,lngamma1,x1,dlnr1,index
c1ccccc1,OCCCl,298.15,1.168278992,1.8245,1.00E-08,0.656221008,11441
c1ccccc1,OCCc1ccccc1,298.15,0.464177397,0.7129,1.00E-08,0.248722603,11442
CCO,CCCCCCCCCCCCCCC,323.15,2.309484349,2.59,1.00E-08,0.280515651,11443
CCC(C)CC(C)(C)C,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,393.15,-0.108885229,0.3853,1.00E-08,0.494185229,11444
CCCCCCC,N#CCc1ccccc1,393.15,1.509336415,1.6233,1.00E-08,0.113963585,11445
CCC(C)C,CN(C)P(=O)(N(C)C)N(C)C,298.15,0.341225904,1.7047,1.00E-08,1.363474096,11446
C1CCCC1,OC1CCCCCC1,298.15,0.822631814,1.075,1.00E-08,0.252368186,11447
Cc1ccccc1,Cc1cccc(C)n1,298.2,-0.008828901,-0.1054,1.00E-08,-0.096571099,11448
C1CCCCC1,CN1CCN(C)C1=O,323.15,0.938246978,1.6214,1.00E-08,0.683153022,11449
C1CCCCC1,CN1CCN(C)C1=O,298.15,1.003632619,2.2203,1.00E-08,1.216667381,11450
C1CCCCC1,CN1CCN(C)C1=O,313.15,0.964075231,1.9402,1.00E-08,0.976124769,11451
CCCc1ccccc1,CCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCC,373.15,-0.142926096,-0.3092,1.00E-08,-0.166273904,11452
CCCCO,NCCN,353.15,-0.603911791,-0.9314,1.00E-08,-0.327488209,11453
CCCCO,NCCN,333.15,-0.691647086,-0.9493,1.00E-08,-0.257652914,11454
CCC,Cc1ccccc1C,329.99,0.078004638,0.6152,1.00E-08,0.537195362,11455
CCC,Cc1ccccc1C,289.99,0.122657566,0.6729,1.00E-08,0.550242434,11456
CCC,Cc1ccccc1C,270.13,0.151612488,0.7178,1.00E-08,0.566187512,11457
CCC,Cc1ccccc1C,249.97,0.187316451,0.7655,1.00E-08,0.578183549,11458
CCC,Cc1ccccc1C,309.84,0.098552159,0.6523,1.00E-08,0.553747841,11459
CCCCCC,N#CCCCCCCC#N,298.15,1.999734533,2.3447,1.00E-08,0.344965467,11460
CO,C1COCCOCCOCCOCCOCCO1,323.15,-1.178002005,-0.2021,1.00E-08,0.975902005,11461
CC=O,O=C1OCCO1,343.15,0.13291864,0.6851,1.00E-08,0.55218136,11462
CC=O,O=C1OCCO1,363.15,0.118551896,0.5608,1.00E-08,0.442248104,11463
CC=O,O=C1OCCO1,323.15,0.149159137,0.8056,1.00E-08,0.656440863,11464
CC=O,O=C1OCCO1,383.15,0.105818614,0.4148,1.00E-08,0.308981386,11465
COC,Cc1ccccc1C,250.05,-0.225256374,0.207,1.00E-08,0.432256374,11466
COC,Cc1ccccc1C,269.91,-0.198473655,0.2151,1.00E-08,0.413573655,11467
COC,Cc1ccccc1C,289.97,-0.17687391,0.2231,1.00E-08,0.39997391,11468
COC,Cc1ccccc1C,309.98,-0.159678325,0.239,1.00E-08,0.398678325,11469
CCCO,CCc1ccccc1,293.15,1.586568423,2.76,1.00E-08,1.173431577,11470
CCCO,CCc1ccccc1,303.15,1.500021496,2.5572,1.00E-08,1.057178504,11471
CCCO,CCc1ccccc1,313.15,1.419820826,2.3321,1.00E-08,0.912279174,11472
CCCO,CCc1ccccc1,323.15,1.345408478,2.1633,1.00E-08,0.817891522,11473
C1CCCCC1,CCC(O)(CC)CC,298.15,0.634424035,0.858,1.00E-08,0.223575965,11474
CCCCC,CSSC,298.15,0.792998223,0.7885,1.00E-08,-0.004498223,11475
CCCCCC,CCOc1ccccc1,298.15,0.820453732,0.9821,1.00E-08,0.161646268,11476
CCCC,C=C(C)CCO,330,0.883332931,1.3838,1.00E-08,0.500467069,11477
CCCC,C=C(C)CCO,309.99,0.948099014,1.4303,1.00E-08,0.482200986,11478
CCCC,C=C(C)CCO,289.99,1.018423482,1.4839,1.00E-08,0.465476518,11479
CCCC,C=C(C)CCO,249.92,1.177302849,1.5872,1.00E-08,0.409897151,11480
CCCC,C=C(C)CCO,270.04,1.09445281,1.5282,1.00E-08,0.43374719,11481
CCCC(C)C,CCOc1ccccc1,298.15,0.75882154,1.0296,1.00E-08,0.27077846,11482
CC1CCCCC1,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,393.15,-0.486013611,-0.1985,1.00E-08,0.287513611,11483
CC(C)CCO,CCCCCCCCCCCCCCCCCCCCCCO,373.05,0.062039172,-0.0233,1.00E-08,-0.085339172,11484
CC(C)CCO,CCCCCCCCCCCCCCCCCCCCCCO,363.25,0.082297132,-0.0243,1.00E-08,-0.106597132,11485
CC(C)CCO,CCCCCCCCCCCCCCCCCCCCCCO,353.55,0.103073597,-0.0192,1.00E-08,-0.122273597,11486
CCCCCCC,CC(C)OC(C)C,333.2,0.254806621,0.0198,1.00E-08,-0.235006621,11487
CCCCCCC,CC(C)OC(C)C,313.2,0.275471314,0.077,1.00E-08,-0.198471314,11488
CCCCCCC,CC(C)OC(C)C,298.15,0.292713087,0.157,1.00E-08,-0.135713087,11489
C1CCCCC1,OCC(F)(F)F,298.15,2.339775646,3.6735,1.00E-08,1.333724354,11490
CCCC,CCC(C)O,249.96,1.265716538,1.4351,1.00E-08,0.169383462,11491
CCCC,CCC(C)O,270,1.185542699,1.411,1.00E-08,0.225457301,11492
CCCC,CCC(C)O,290,1.110105332,1.3863,1.00E-08,0.276194668,11493
CCCC,CCC(C)O,310,1.03932478,1.361,1.00E-08,0.32167522,11494
CCCC,CCC(C)O,330,0.973173061,1.2809,1.00E-08,0.307726939,11495
C1=CCCCC1,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,393.15,-0.594016233,-0.1985,1.00E-08,0.395516233,11496
CC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,393.15,0.263236784,0.4947,1.00E-08,0.231463216,11497
CC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,323.15,0.421513557,0.52,1.00E-08,0.098486443,11498
CC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,373.15,0.301774514,0.45,1.00E-08,0.148225486,11499
CC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,348.15,0.356963484,0.48,1.00E-08,0.123036516,11500
CC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,298.15,0.497516555,0.64,1.00E-08,0.142483445,11501
CC1CCCCC1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,398.15,0.254288078,0.43,1.00E-08,0.175711922,11502
CCCC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,361.15,-0.825786486,-0.4339,1.00E-08,0.391886486,11503
CCCC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,357.15,-0.825743766,-0.4323,1.00E-08,0.393443766,11504
CCCC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,349.15,-0.825654087,-0.4246,1.00E-08,0.401054087,11505
CCCC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.15,-0.825699658,-0.4155,1.00E-08,0.410199658,11506
CCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,361.15,-0.658859909,-0.3667,1.00E-08,0.292159909,11507
CCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,357.15,-0.65884346,-0.361,1.00E-08,0.29784346,11508
CCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,349.15,-0.658808857,-0.3653,1.00E-08,0.293508857,11509
CCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.15,-0.658826451,-0.3397,1.00E-08,0.319126451,11510
CC(C)CC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,357.15,-0.613793699,-0.2627,1.00E-08,0.351093699,11511
CC(C)CC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,361.15,-0.613873858,-0.2614,1.00E-08,0.352473858,11512
CC(C)CC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.15,-0.613710822,-0.2459,1.00E-08,0.367810822,11513
CC(C)CC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,349.15,-0.613625101,-0.2485,1.00E-08,0.365125101,11514
CCCCC(C)CC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.15,-0.565282497,-0.2837,1.00E-08,0.281582497,11515
CCCCCCC,O=S1OCCO1,298.15,4.185317316,3.8152,1.00E-08,-0.370117316,11516
CCCCCCC,O=S1OCCO1,313.15,3.937194584,3.64,1.00E-08,-0.297194584,11517
CCCCCCC,O=S1OCCO1,333.15,3.631875338,3.5353,1.00E-08,-0.096575338,11518
CCI,O=C1CCCCC1,293.2,-0.25081509,0.1222,1.00E-08,0.37301509,11519
CCI,O=C1CCCCC1,298.15,-0.241547819,0.1222,1.00E-08,0.363747819,11520
CC1CCCCC1,ClCCCl,354.7,1.548115648,0.9594,1.00E-08,-0.588715648,11521
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,323.7,-0.255430612,-0.2231,1.00E-08,0.032330612,11522
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,298.6,-0.239310927,-0.2357,1.00E-08,0.003610927,11523
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,313.1,-0.248874137,-0.1863,1.00E-08,0.062574137,11524
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,308.6,-0.245981582,-0.2107,1.00E-08,0.035281582,11525
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,333.15,-0.260984001,-0.3147,1.00E-08,-0.053715999,11526
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,363.15,-0.276947049,-0.478,1.00E-08,-0.201052951,11527
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,353.15,-0.271892674,-0.462,1.00E-08,-0.190107326,11528
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,343.15,-0.266576671,-0.4005,1.00E-08,-0.133923329,11529
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,324,-0.255611057,-0.2614,1.00E-08,-0.005788943,11530
CCC(C)=O,CCCCOP(=O)(OCCCC)OCCCC,343.7,-0.266876101,-0.1278,1.00E-08,0.139076101,11531
C=COC(C)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,373.45,0.509047624,0.3778,1.00E-08,-0.131247624,11532
C=COC(C)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,393.35,0.397846609,0.3148,1.00E-08,-0.083046609,11533
C=COC(C)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.35,0.638073318,0.4824,1.00E-08,-0.155673318,11534
CCOC(C)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,393.35,0.347016657,0.2708,1.00E-08,-0.076216657,11535
CCOC(C)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,373.45,0.44221604,0.3133,1.00E-08,-0.12891604,11536
CCOC(C)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.35,0.55131341,0.4041,1.00E-08,-0.14721341,11537
CCc1ccccc1,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,328.15,-0.317094341,-0.4652,1.00E-08,-0.148105659,11538
CCc1ccccc1,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,323.15,-0.308919186,-0.4557,1.00E-08,-0.146780814,11539
CCc1ccccc1,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,333.15,-0.324947979,-0.4748,1.00E-08,-0.149852021,11540
CCc1ccccc1,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,313.15,-0.291534144,-0.4323,1.00E-08,-0.140765856,11541
CCc1ccccc1,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,318.15,-0.300405297,-0.4447,1.00E-08,-0.144294703,11542
CC(C)C(C)C(C)C,CC(=O)O,298.2,5.957792075,3.0559,1.00E-08,-2.901892075,11543
ClC(Cl)Cl,CCNC(C)=O,333.15,-0.699115818,-0.4385,1.00E-08,0.260615818,11544
ClC(Cl)Cl,CCNC(C)=O,313.15,-0.861202905,-0.6406,1.00E-08,0.220602905,11545
ClC(Cl)Cl,CCNC(C)=O,303.15,-0.956158453,-0.7381,1.00E-08,0.218058453,11546
ClC(Cl)Cl,CCNC(C)=O,323.15,-0.775882576,-0.531,1.00E-08,0.244882576,11547
ClC(Cl)Cl,CCNC(C)=O,333.2,-0.698751834,-0.4308,1.00E-08,0.267951834,11548
ClC(Cl)Cl,CCNC(C)=O,313.2,-0.860753298,-0.6349,1.00E-08,0.225853298,11549
ClC(Cl)Cl,CCNC(C)=O,303.2,-0.95565773,-0.734,1.00E-08,0.22165773,11550
ClC(Cl)Cl,CCNC(C)=O,323.2,-0.775478307,-0.5276,1.00E-08,0.247878307,11551
ClC(Cl)Cl,N#CCCCCCCCCC#N,393.15,-0.597739506,-0.5108,1.00E-08,0.086939506,11552
C1COCCO1,N#CCc1ccccc1,393.15,-0.30834795,0.2546,1.00E-08,0.56294795,11553
CC(F)F,Cc1cccc(C)c1,270.1,0.225738308,0.9002,1.00E-08,0.674461692,11554
CC(F)F,Cc1cccc(C)c1,249.98,0.269365673,0.9555,1.00E-08,0.686134327,11555
CC(F)F,Cc1cccc(C)c1,289.99,0.189027481,0.8838,1.00E-08,0.694772519,11556
CC(F)F,Cc1cccc(C)c1,329.99,0.130223452,0.802,1.00E-08,0.671776548,11557
CC(F)F,Cc1cccc(C)c1,309.84,0.157640043,0.8459,1.00E-08,0.688259957,11558
C/C=C\C,Cc1cccc(C)c1,249.98,-0.037977295,0.2852,1.00E-08,0.323177295,11559
C/C=C\C,Cc1cccc(C)c1,329.99,-0.042604226,0.27,1.00E-08,0.312604226,11560
C[N+](=O)[O-],CCc1ccccc1,318.5,1.625958506,1.5476,1.00E-08,-0.078358506,11561
C[N+](=O)[O-],CCc1ccccc1,337,1.481537404,1.3429,1.00E-08,-0.138637404,11562
C[N+](=O)[O-],CCc1ccccc1,328.5,1.54577339,1.4446,1.00E-08,-0.10117339,11563
C[N+](=O)[O-],CCc1ccccc1,308.6,1.710636061,1.6194,1.00E-08,-0.091236061,11564
CCCCCCCC,NCCCCCCCCCCN,348.15,0.921188577,1.5644,1.00E-08,0.643211423,11565
CCCCCCCC,NCCCCCCCCCCN,353.22,0.90372065,1.5151,1.00E-08,0.61137935,11566
CCCCCCCC,NCCCCCCCCCCN,338.2,0.956724865,1.6563,1.00E-08,0.699575135,11567
ClC(Cl)(Cl)Br,CCCCCCCCCCCCCCCCO,326.35,-0.212048228,0.0962,1.00E-08,0.308248228,11568
ClC(Cl)(Cl)Br,CCCCCCCCCCCCCCCCO,367.05,-0.23910216,0.003,1.00E-08,0.24210216,11569
ClC(Cl)(Cl)Br,CCCCCCCCCCCCCCCCO,347.25,-0.226556814,0.0266,1.00E-08,0.253156814,11570
CC=C(C)C,CC(=O)Cc1ccccc1,298.15,0.695544768,1.4085,1.00E-08,0.712955232,11571
CC(C)CC(C)(C)C,CC(=O)c1cccs1,333.15,1.447265326,2.3699,1.00E-08,0.922634674,11572
CC(C)CC(C)(C)C,CC(=O)c1cccs1,313.15,1.580365391,2.5526,1.00E-08,0.972234609,11573
CC(C)CC(C)(C)C,CC(=O)c1cccs1,303.15,1.653381394,2.721,1.00E-08,1.067618606,11574
CCCCCCC,Cc1csc(N)n1,333.15,3.131557345,3.5254,1.00E-08,0.393842655,11575
CCCCCCC,Cc1csc(N)n1,323.15,3.236136619,3.7154,1.00E-08,0.479263381,11576
CCCCC,O=C1CCCCC1,293.2,0.697370432,1.3788,1.00E-08,0.681429568,11577
CCCCC,O=C1CCCCC1,298.15,0.68619927,1.209,1.00E-08,0.52280073,11578
CCCCC,O=C1CCCCC1,298.2,0.686087422,1.3056,1.00E-08,0.619512578,11579
C=CCCC,ClCCCl,293.2,0.967494937,1.0716,1.00E-08,0.104105063,11580
C=CCCC,ClCCCl,293.15,0.967731829,1.0716,1.00E-08,0.103868171,11581
CCBr,O=C1CCCCC1,293.2,-0.240387414,-0.0408,1.00E-08,0.199587414,11582
CCBr,O=C1CCCCC1,298.15,-0.232714642,-0.0408,1.00E-08,0.191914642,11583
CCOCC,COCC(C)OCC(C)OCC(C)OC,343.15,-0.139026317,-0.0932,1.00E-08,0.045826317,11584
CCOCC,COCC(C)OCC(C)OCC(C)OC,323.15,-0.137733192,-0.1043,1.00E-08,0.033433192,11585
CCOCC,COCC(C)OCC(C)OCC(C)OC,303.15,-0.136718079,-0.1199,1.00E-08,0.016818079,11586
CCCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.901712476,2.0503,1.00E-08,1.148587524,11587
CCCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,0.962927277,2.2148,1.00E-08,1.251872723,11588
CCCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,1.026892353,2.3869,1.00E-08,1.360007647,11589
CCCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,1.09354082,2.438,1.00E-08,1.34445918,11590
CCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,1.420201498,2.5533,1.00E-08,1.133098502,11591
CCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,1.332757798,2.4501,1.00E-08,1.117342202,11592
CCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,1.248835269,2.3056,1.00E-08,1.056764731,11593
CCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,1.511051604,2.6728,1.00E-08,1.161748396,11594
C1COCCO1,CNC(C)=O,333.34,0.338678716,0.8338,1.00E-08,0.495121284,11595
C1COCCO1,CNC(C)=O,303.02,0.370109671,0.9103,1.00E-08,0.540190329,11596
C1COCCO1,CNC(C)=O,318.36,0.353723985,0.8846,1.00E-08,0.530876015,11597
C1COCCO1,CNC(C)=O,333.3,0.338717687,0.8329,1.00E-08,0.494182313,11598
C1COCCO1,CNC(C)=O,318.4,0.353682581,0.8838,1.00E-08,0.530117419,11599
C1COCCO1,CNC(C)=O,303,0.370131709,0.9123,1.00E-08,0.542168291,11600
CCCOC(C)=O,CN1CCCCC1=O,323.45,-0.064172101,0.5423,1.00E-08,0.606472101,11601
CCCOC(C)=O,CN1CCCCC1=O,303.41,-0.075724324,0.5306,1.00E-08,0.606324324,11602
CCOCC,CN1CCCCC1=O,303.41,0.169241599,1.0473,1.00E-08,0.878058401,11603
CCOCC,CN1CCCCC1=O,313.43,0.166225479,1.0403,1.00E-08,0.874074521,11604
CCOCC,CN1CCCCC1=O,323.45,0.163204061,1.0332,1.00E-08,0.869995939,11605
CO,N#CCCCC#N,333.2,0.460023784,0.8198,1.00E-08,0.359776216,11606
CO,N#CCCCC#N,323.2,0.501962425,0.8961,1.00E-08,0.394137575,11607
CO,N#CCCCC#N,303.2,0.59663871,1.0473,1.00E-08,0.45066129,11608
CO,N#CCCCC#N,313.2,0.547383904,0.967,1.00E-08,0.419616096,11609
CCOCC,NC=O,298.15,5.058310958,3.6814,1.00E-08,-1.376910958,11610
ClC=C(Cl)Cl,CCCCCCCCCCCCCCCCCC(=O)O,358.39,-0.434769702,-0.2536,1.00E-08,0.181169702,11611
ClC=C(Cl)Cl,CCCCCCCCCCCCCCCCCC(=O)O,349.48,-0.434270715,-0.237,1.00E-08,0.197270715,11612
ClC=C(Cl)Cl,CCCCCCCCCCCCCCCCCC(=O)O,367.93,-0.435520974,-0.2998,1.00E-08,0.135720974,11613
Clc1ccccc1,CC(C)OCCO,298.15,-0.169602785,0.4824,1.00E-08,0.652002785,11614
CCCCCC,CSSC,298.15,0.908764429,0.7419,1.00E-08,-0.166864429,11615
CCCCOC(C)=O,C=CCCCC=C,293.15,0.152728615,0.2754,1.00E-08,0.122671385,11616
CC=C(C)C,BrC(Br)C(Br)Br,298.15,0.00614306,1.3083,1.00E-08,1.30215694,11617
CC#N,C=CCCCCC,293.15,1.846942888,3.0407,1.00E-08,1.193757112,11618
CC#N,C=CCCCCC,298.15,1.797346363,2.9897,1.00E-08,1.192353637,11619
CCOC(=O)CC,CCCCCCCCCCCCCCCCCCCCCCO,363.25,-0.118621113,0.0953,1.00E-08,0.213921113,11620
CCOC(=O)CC,CCCCCCCCCCCCCCCCCCCCCCO,353.55,-0.102084266,0.1258,1.00E-08,0.227884266,11621
CCOC(=O)CC,CCCCCCCCCCCCCCCCCCCCCCO,373.05,-0.134154683,0.0545,1.00E-08,0.188654683,11622
CCO,OCc1ccccc1,298.2,-0.047425655,0.0198,1.00E-08,0.067225655,11623
CCO,OCc1ccccc1,298.15,-0.047427385,0.0198,1.00E-08,0.067227385,11624
Cc1ccccc1,OCc1ccccc1,298.2,0.855316518,1.0043,1.00E-08,0.148983482,11625
Cc1ccccc1,OCc1ccccc1,298.15,0.855464939,1.0043,1.00E-08,0.148835061,11626
C1CCCCC1,CC(C)OC(C)C,333.2,0.154897199,-0.0834,1.00E-08,-0.238297199,11627
C1CCCCC1,CC(C)OC(C)C,313.2,0.168433946,-0.0513,1.00E-08,-0.219733946,11628
C1CCCCC1,CC(C)OC(C)C,298.15,0.179601143,0.1484,1.00E-08,-0.031201143,11629
C1CCCCC1,CNC=O,323.15,3.643867855,3.0554,1.00E-08,-0.588467855,11630
C1CCCCC1,CNC=O,333.15,3.55873476,2.9982,1.00E-08,-0.56053476,11631
C1CCCCC1,CNC=O,313.15,3.730612991,3.114,1.00E-08,-0.616612991,11632
C1CCCCC1,CNC=O,303.15,3.818866249,3.173,1.00E-08,-0.645866249,11633
C1CCCCC1,CNC=O,333.2,3.558313289,2.9982,1.00E-08,-0.560113289,11634
C1CCCCC1,CNC=O,298.2,3.863070261,3.1493,1.00E-08,-0.713770261,11635
ClCCl,O=C1CCCCCO1,333.2,-0.993180098,-0.5276,1.00E-08,0.465580098,11636
ClCCl,O=C1CCCCCO1,303.2,-1.230765646,-0.6349,1.00E-08,0.595865646,11637
ClCCl,O=C1CCCCCO1,318.2,-1.103380886,-0.5798,1.00E-08,0.523580886,11638
CCOCC,CCN(CC)C(C)=O,333.15,0.131656438,0.5933,1.00E-08,0.461643562,11639
CCOCC,CCN(CC)C(C)=O,323.15,0.135865367,0.6043,1.00E-08,0.468434633,11640
CCOCC,CCN(CC)C(C)=O,313.15,0.140260934,0.6206,1.00E-08,0.480339066,11641
CCOCC,CCN(CC)C(C)=O,303.15,0.144848962,0.6366,1.00E-08,0.491751038,11642
CCCCCCC,O=Cc1ccco1,278.15,3.420958187,3.6402,1.00E-08,0.219241813,11643
CCCCCCC,O=Cc1ccco1,298.15,3.138062745,3.5086,1.00E-08,0.370537255,11644
CCCCCCC,O=Cc1ccco1,318.15,2.884848795,3.3429,1.00E-08,0.458051205,11645
CCCCCCC,O=Cc1ccco1,308.15,3.007977436,3.3878,1.00E-08,0.379822564,11646
C1CCCC1,ClC(Cl)=C(Cl)Cl,298.15,-0.013233525,0.114,1.00E-08,0.127233525,11647
CCCC(C)(C)C(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,393.15,0.368496695,0.892,1.00E-08,0.523503305,11648
Cc1ccccc1,CC1CC(C)S(=O)(=O)C1,333.15,0.673650719,0.47,1.00E-08,-0.203650719,11649
C1CCCC1,O=Cc1cccs1,333.15,1.174950114,1.7029,1.00E-08,0.527949886,11650
C1CCCC1,O=Cc1cccs1,313.15,1.284234888,1.7908,1.00E-08,0.506565112,11651
CC[N+](=O)[O-],ClCCCl,337.2,-0.040440716,0.3436,1.00E-08,0.384040716,11652
CC[N+](=O)[O-],ClCCCl,318.5,-0.053927263,0.3988,1.00E-08,0.452727263,11653
CC[N+](=O)[O-],ClCCCl,354.2,-0.030723849,0.3293,1.00E-08,0.360023849,11654
CC(C)CC(C)C,C=CCCCCCCCC,298.15,-0.013361774,0.0488,1.00E-08,0.062161774,11655
CCCCCCC,CCCCCC(C)=O,298.2,0.644302793,0.8796,1.00E-08,0.235297207,11656
CCOC(C)=O,NCCNCCNCCNCCN,363.15,-0.078859596,2.2471,1.00E-08,2.325959596,11657
CCOC(C)=O,NCCNCCNCCNCCN,373.15,-0.085964979,2.2061,1.00E-08,2.292064979,11658
CCOC(C)=O,NCCNCCNCCNCCN,353.15,-0.07112981,2.4006,1.00E-08,2.47172981,11659
CCOC(C)=O,NCCNCCNCCNCCN,323.15,-0.043533936,3.6214,1.00E-08,3.664933936,11660
CC(C)=O,NCCNCCNCCNCCN,333.15,-0.262670506,2.3523,1.00E-08,2.614970506,11661
CC(C)=O,NCCNCCNCCNCCN,343.15,-0.269334286,2.2638,1.00E-08,2.533134286,11662
CC(C)=O,NCCNCCNCCNCCN,363.15,-0.281072836,1.7156,1.00E-08,1.996672836,11663
CC(C)=O,NCCNCCNCCNCCN,353.15,-0.275451757,1.8278,1.00E-08,2.103251757,11664
CC(C)=O,NCCNCCNCCNCCN,323.15,-0.255404974,2.7408,1.00E-08,2.996204974,11665
CC(C)=O,NCCNCCNCCNCCN,373.15,-0.286242492,1.6734,1.00E-08,1.959642492,11666
c1ccccc1,CCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCC,373.15,-0.421906298,-0.7093,1.00E-08,-0.287393702,11667
C/C=C\C,CCC(C)(C)O,309.99,0.483552435,0.7975,1.00E-08,0.313947565,11668
C/C=C\C,CCC(C)(C)O,269.99,0.564241445,0.9042,1.00E-08,0.339958555,11669
C/C=C\C,CCC(C)(C)O,330,0.448152959,0.7275,1.00E-08,0.279347041,11670
C/C=C\C,CCC(C)(C)O,289.99,0.522161226,0.8416,1.00E-08,0.319438774,11671
CO,CCOCC,298.15,1.094079487,0.538,1.00E-08,-0.556079487,11672
Cc1ccc(C)cc1,C=CC(=O)OC,298.15,0.600250844,0.344,1.00E-08,-0.256250844,11673
C1CCCCC1,CC(C)C(=NO)C(C)C,298.15,0.868715499,1.214,1.00E-08,0.345284501,11674
C1CCCCC1,OCCS,298.15,2.616082475,3.5455,1.00E-08,0.929417525,11675
C1CCCCC1,OCCS,333.15,2.293195703,2.7913,1.00E-08,0.498104297,11676
C1CCCCC1,OCCS,313.15,2.470883554,3.2268,1.00E-08,0.755916446,11677
CC(C)CC(C)(C)C,N#CCCOCCC#N,323.15,4.507679693,4.7256,1.00E-08,0.217920307,11678
CC(C)CC(C)(C)C,N#CCCOCCC#N,333.15,4.341312282,4.6367,1.00E-08,0.295387718,11679
CC(C)CC(C)(C)C,N#CCCOCCC#N,313.15,4.681988316,4.9719,1.00E-08,0.289911684,11680
CC(C)CC(C)C,C1COCCO1,298.15,1.565956713,1.7967,1.00E-08,0.230743287,11681
CC(C)CC(C)C,C1COCCO1,298.2,1.565750269,2.0618,1.00E-08,0.496049731,11682
