SMILES_solute,SMILES_solvent,T/K,COSMO-SAC1,lngamma1,x1,dlnr1,index
CC(C)CC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,353.15,-0.490086814,-0.1815,1.00E-08,0.308586814,5327
CC(C)=O,CC(=O)CC(C)C,388.2,0.092406371,0.1044,1.00E-08,0.011993629,5328
CC(C)=O,CC(=O)CC(C)C,348.2,0.113662055,0.174,1.00E-08,0.060337945,5329
CC(C)=O,CC(=O)CC(C)C,328.2,0.125471874,0.207,1.00E-08,0.081528126,5330
CC(C)=O,CC(=O)CC(C)C,348.15,0.11369058,0.174,1.00E-08,0.06030942,5331
CC(C)=O,CC(=O)CC(C)C,328.15,0.125502406,0.207,1.00E-08,0.081497594,5332
CC(C)=O,CC(=O)CC(C)C,388.15,0.092431043,0.1044,1.00E-08,0.011968957,5333
CC(C)=O,CC(=O)CC(C)C,298.15,0.144712375,0.083,1.00E-08,-0.061712375,5334
CCOC(C)=O,CC(=O)OCc1ccccc1,298.2,-0.132165036,0,1.00E-08,0.132165036,5335
C=CCCCCC,CCCCCCCCC(=O)CCCCCCCC,333.95,-0.270721863,0.0488,1.00E-08,0.319521863,5336
C=CCCCCC,CCCCCCCCC(=O)CCCCCCCC,343.95,-0.269935201,0.0198,1.00E-08,0.289735201,5337
C=CCCCCC,CCCCCCCCC(=O)CCCCCCCC,329.85,-0.271065568,0.077,1.00E-08,0.348065568,5338
C=CCCCCC,CCCCCCCCC(=O)CCCCCCCC,355.85,-0.269087315,-0.0202,1.00E-08,0.248887315,5339
C=CCCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.510897472,1.4279,1.00E-08,-0.082997472,5340
C=CC(C)C,COc1ccccc1,293.15,0.394052068,0.8109,1.00E-08,0.416847932,5341
C=CC(C)C,COc1ccccc1,298.15,0.383161593,0.7975,1.00E-08,0.414338407,5342
CC#N,COc1ccccc1,293.2,0.477712562,0.8154,1.00E-08,0.337687438,5343
CCCCCl,N#CCCCCCCCCCCCCC#N,344.1,-0.209497878,0.21,1.00E-08,0.419497878,5344
CCCCCl,N#CCCCCCCCCCCCCC#N,373.75,-0.217143979,0.14,1.00E-08,0.357143979,5345
CCCCCl,N#CCCCCCCCCCCCCC#N,358.55,-0.213354463,0.18,1.00E-08,0.393354463,5346
CCCCl,CCCCCC(S)S,314.85,-0.078365165,-0.2,1.00E-08,-0.121634835,5347
C=CCCCCC,N#CCCCCCCCCCCC#N,358.55,0.389459393,1.16,1.00E-08,0.770540607,5348
C=CCCCCC,N#CCCCCCCCCCCC#N,373.75,0.360823743,1.1,1.00E-08,0.739176257,5349
C=CCCCCC,N#CCCCCCCCCCCC#N,344.1,0.419023478,1.22,1.00E-08,0.800976522,5350
CC#N,CCCCCC(S)S,314.85,0.609022994,1.09,1.00E-08,0.480977006,5351
CCCCCCCC,C1CCCCC1,298.2,-0.093145788,0.0862,1.00E-08,0.179345788,5352
CCCCCCCC,C1CCCCC1,298.15,-0.093145178,0.1133,1.00E-08,0.206445178,5353
Cc1ccccc1,c1ccncc1,298.2,0.284491821,0.3507,1.00E-08,0.066208179,5354
Cc1ccccc1,c1ccncc1,298.15,0.284543611,0.3507,1.00E-08,0.066156389,5355
CCCC(=O)CCC,CCCCCCCCCCCCCCCCCCCCCCO,373.05,-0.314135608,0.0962,1.00E-08,0.410335608,5356
CCCC(=O)CCC,CCCCCCCCCCCCCCCCCCCCCCO,353.55,-0.309640001,0.174,1.00E-08,0.483640001,5357
CCCC(=O)CCC,CCCCCCCCCCCCCCCCCCCCCCO,363.25,-0.311966412,0.1458,1.00E-08,0.457766412,5358
COC(C)=O,CCCCCCCCCCCCCCCCCCCCCCO,353.55,0.133409636,0.1501,1.00E-08,0.016690364,5359
COC(C)=O,CCCCCCCCCCCCCCCCCCCCCCO,363.25,0.098732929,0.138,1.00E-08,0.039267071,5360
COC(C)=O,CCCCCCCCCCCCCCCCCCCCCCO,373.05,0.065915205,0.1363,1.00E-08,0.070384795,5361
CCC(C)=O,c1ccncc1,298.2,-0.054484132,-0.0305,1.00E-08,0.023984132,5362
CCC(C)=O,c1ccncc1,298.15,-0.054516466,-0.0305,1.00E-08,0.024016466,5363
Cc1ccccc1,CCCCCO,303.5,0.617601847,1.1184,1.00E-08,0.500798153,5364
Cc1ccccc1,CCCCCO,313.2,0.592410498,1.0682,1.00E-08,0.475789502,5365
Cc1ccccc1,CCCCCO,323.5,0.567100194,1.0508,1.00E-08,0.483699806,5366
Cc1ccccc1,CCCCCO,308.15,0.605356077,1.1053,1.00E-08,0.499943923,5367
Cc1ccccc1,CCCCCO,318.15,0.580067519,1.1151,1.00E-08,0.535032481,5368
Cc1ccccc1,CCCCCO,328.2,0.556018141,1.1217,1.00E-08,0.565681859,5369
Cc1ccccc1,CCCCCO,328.15,0.556134542,1.1217,1.00E-08,0.565565458,5370
Cc1ccccc1,CCCCCO,298.15,0.632090037,1.0953,1.00E-08,0.463209963,5371
Cc1ccccc1,CCCCCO,323.2,0.567817293,1.0296,1.00E-08,0.461782707,5372
CC(C)=O,CCCCCO,323.5,0.043871808,0.6881,1.00E-08,0.644228192,5373
CC(C)=O,CCCCCO,313.2,0.052931376,0.7655,1.00E-08,0.712568624,5374
CC(C)=O,CCCCCO,303.5,0.062358354,0.8502,1.00E-08,0.787841646,5375
CC(C)=O,CCCCCO,313.15,0.052977655,0.7669,1.00E-08,0.713922345,5376
CC(C)=O,CCCCCO,323.42,0.043938676,0.6896,1.00E-08,0.645661324,5377
CC(C)=O,CCCCCO,303.43,0.062429787,0.8484,1.00E-08,0.785970213,5378
CC(C)=O,CCCCCO,318.15,0.048461981,0.7275,1.00E-08,0.679038019,5379
CC(C)=O,CCCCCO,328.15,0.040073988,0.7419,1.00E-08,0.701826012,5380
CC(C)=O,CCCCCO,308.15,0.057724493,0.8879,1.00E-08,0.830175507,5381
CC(C)=O,CCCCCO,298.15,0.067966633,0.94,1.00E-08,0.872033367,5382
COC(C)=O,C1COCCOCCOCCOCCOCCO1,323.15,-0.390192503,-0.0801,1.00E-08,0.310092503,5383
Cc1ccccc1,CC(=O)N(C)C,298.15,-0.056180548,0.47,1.00E-08,0.526180548,5384
Cc1ccccc1,CC(=O)N(C)C,333.2,0.00228906,0.3716,1.00E-08,0.36931094,5385
Cc1ccccc1,CC(=O)N(C)C,317.62,-0.021032336,0.3825,1.00E-08,0.403532336,5386
Cc1ccccc1,CC(=O)N(C)C,303.56,-0.045676088,0.3954,1.00E-08,0.441076088,5387
Cc1ccccc1,CC(=O)N(C)C,303.6,-0.045600637,0.3988,1.00E-08,0.444400637,5388
Cc1ccccc1,CC(=O)N(C)C,317.6,-0.02106484,0.3853,1.00E-08,0.40636484,5389
CC(C)CC(C)C,CC(=O)N(C)C,298.15,1.288646067,2.5408,1.00E-08,1.252153933,5390
CCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15,1.103212192,2.4493,1.00E-08,1.346087808,5391
CCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.15,1.174685711,2.5802,1.00E-08,1.405514289,5392
CCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15,0.968300225,2.1102,1.00E-08,1.141899775,5393
CCCO,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.15,1.03438409,2.2824,1.00E-08,1.24801591,5394
CCO,CC(=O)OCC(COC(C)=O)OC(C)=O,324.15,0.059259961,0.8961,1.00E-08,0.836840039,5395
CCO,CC(=O)OCC(COC(C)=O)OC(C)=O,343.75,0.00769442,0.8154,1.00E-08,0.80770558,5396
CCO,CC(=O)OCC(COC(C)=O)OC(C)=O,334.15,0.031985326,0.8416,1.00E-08,0.809614674,5397
CCO,CC(=O)OCC(COC(C)=O)OC(C)=O,314.15,0.088732202,0.9821,1.00E-08,0.893367798,5398
CCO,CC(=O)OCC(COC(C)=O)OC(C)=O,343,0.009529038,0.5878,1.00E-08,0.578270962,5399
CCO,CC(=O)OCC(COC(C)=O)OC(C)=O,323,0.062533695,0.7178,1.00E-08,0.655266305,5400
CC(C)O,CC(=O)OCC(COC(C)=O)OC(C)=O,343.75,0.162324459,0.8629,1.00E-08,0.700575541,5401
CC(C)O,CC(=O)OCC(COC(C)=O)OC(C)=O,334.15,0.190721896,0.8961,1.00E-08,0.705378104,5402
CC(C)O,CC(=O)OCC(COC(C)=O)OC(C)=O,324.15,0.22262616,0.9632,1.00E-08,0.74057384,5403
CC(C)O,CC(=O)OCC(COC(C)=O)OC(C)=O,314.15,0.257111485,1.0508,1.00E-08,0.793688515,5404
CC(C)O,CC(=O)OCC(COC(C)=O)OC(C)=O,323,0.226456416,0.7747,1.00E-08,0.548243584,5405
CC(C)O,CC(=O)OCC(COC(C)=O)OC(C)=O,353,0.136865663,0.5247,1.00E-08,0.387834337,5406
CC(C)O,CC(=O)OCC(COC(C)=O)OC(C)=O,343,0.164468483,0.6313,1.00E-08,0.466831517,5407
CCCCN,N#CCCOC(O)C(C(O)OCCC#N)(C(O)OCCC#N)C(O)OCCC#N,393.15,-0.232706494,0,1.00E-08,0.232706494,5408
CCCCCCN,N#CCCCCCCCCC#N,393.15,0.143829418,0.2546,1.00E-08,0.110770582,5409
CCCCCCC,CCCCCCCCCCCC(=O)O,314.1,0.736305887,0.4977,1.00E-08,-0.238605887,5410
CCCCCCC,CCCCCCCCCCCC(=O)O,333.26,0.67327705,0.5122,1.00E-08,-0.16107705,5411
CCCCCCC,CCCCCCCCCCCC(=O)O,353.25,0.613243691,0.4644,1.00E-08,-0.148843691,5412
CCCCCCC,CCCCCCCCCCCC(=O)O,333.38,0.672899617,0.5062,1.00E-08,-0.166699617,5413
CCCCCCC,CCCCCCCCCCCC(=O)O,314.24,0.735824993,0.5104,1.00E-08,-0.225424993,5414
CCCCCCC,CCCCCCCCCCCC(=O)O,329.18,0.68623589,0.4977,1.00E-08,-0.18853589,5415
CCCCCCC,CCCCCCCCCCCC(=O)O,358.06,0.599625389,0.4644,1.00E-08,-0.135225389,5416
CCCCCCC,CCCCCCCCCCCC(=O)O,353.3,0.613100521,0.48,1.00E-08,-0.133100521,5417
CCCCCCC,CCCCCCCCCCCC(=O)O,358.1,0.59951344,0.48,1.00E-08,-0.11951344,5418
CCCCCCC,CCCCCCCCCCCC(=O)O,343.29,0.642449534,0.5122,1.00E-08,-0.130249534,5419
CCCCCCC,CCCCCCCCCCCC(=O)O,329.9,0.683931158,0.5104,1.00E-08,-0.173531158,5420
CCO[N+](=O)[O-],CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,384.15,-0.472989522,-0.3147,1.00E-08,0.158289522,5421
CCO[N+](=O)[O-],CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,353.15,-0.435711798,-0.3011,1.00E-08,0.134611798,5422
CCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,384.15,-0.129468564,0.1823,1.00E-08,0.311768564,5423
CCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,353.15,-0.093888166,0.47,1.00E-08,0.563888166,5424
CCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,393.15,-0.138493502,0.2624,1.00E-08,0.400893502,5425
CCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,303.15,-0.017064871,0.3478,1.00E-08,0.364864871,5426
CCCCCCO[N+](=O)[O-],CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,384.15,-0.324159684,-0.3567,1.00E-08,-0.032540316,5427
CCCCCCC,c1ccc2cnccc2c1,293.15,1.384456917,2.2203,1.00E-08,0.835843083,5428
CCC(C)(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.613140683,-0.4829,1.00E-08,0.130240683,5429
CCCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.580577659,-0.3638,1.00E-08,0.216777659,5430
CCCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,367.05,-0.582148323,-0.3065,1.00E-08,0.275648323,5431
CCCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,326.35,-0.581412019,-0.323,1.00E-08,0.258412019,5432
CCCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,347.25,-0.58182467,-0.3313,1.00E-08,0.25052467,5433
CCCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.580718543,-0.3425,1.00E-08,0.238218543,5434
CCCC(C)CC,c1ccc2cnccc2c1,293.15,1.289776682,2.2628,1.00E-08,0.973023318,5435
CCCCCC,Clc1cccc2ccccc12,293.15,0.447058898,1.2442,1.00E-08,0.797141102,5436
CCCCCC,Clc1cccc2ccccc12,298.15,0.434366752,1.3376,1.00E-08,0.903233248,5437
CCCC(C)(C)C,Cc1ccnc2ccccc12,293.15,0.932292032,2.0931,1.00E-08,1.160807968,5438
CCCC(C)C,Clc1cccc2ccccc12,293.15,0.387272302,1.3455,1.00E-08,0.958227698,5439
CCCC(C)C,Cc1cccc2ccccc12,293.15,0.478360581,1.3244,1.00E-08,0.846039419,5440
CCC(C)C(C)C,Cc1ccnc2ccccc12,293.15,0.953409049,1.9402,1.00E-08,0.986790951,5441
CCC(CC)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.560412024,-0.4573,1.00E-08,0.103112024,5442
CCC(CC)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.560472172,-0.4308,1.00E-08,0.129672172,5443
C=C(C)CCC,c1ccc2ncccc2c1,293.15,0.565822285,1.6956,1.00E-08,1.129777715,5444
CCC(C)C,Cc1cccc2ccccc12,293.15,0.360861438,1.3191,1.00E-08,0.958238562,5445
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,367.05,-0.76300207,-0.6143,1.00E-08,0.14870207,5446
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,326.35,-0.762666965,-0.6368,1.00E-08,0.125866965,5447
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.762291355,-0.6162,1.00E-08,0.146091355,5448
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,303,-0.76236665,-0.6733,1.00E-08,0.08906665,5449
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,323.15,-0.762631339,-0.6559,1.00E-08,0.106731339,5450
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,313.15,-0.762509139,-0.6482,1.00E-08,0.114309139,5451
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,318.15,-0.762572365,-0.652,1.00E-08,0.110572365,5452
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,308.15,-0.762441406,-0.6444,1.00E-08,0.118041406,5453
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,303.15,-0.762368902,-0.6387,1.00E-08,0.123668902,5454
C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.2,-0.762292157,-0.6349,1.00E-08,0.127392157,5455
CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.626465905,-0.4277,1.00E-08,0.198765905,5456
CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,326.35,-0.626655297,-0.3886,1.00E-08,0.238055297,5457
CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,347.25,-0.626749995,-0.3945,1.00E-08,0.232249995,5458
CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,367.05,-0.626822953,-0.3798,1.00E-08,0.247022953,5459
CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.626497286,-0.4005,1.00E-08,0.225997286,5460
CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.2,-0.626497595,-0.4308,1.00E-08,0.195697595,5461
CC(C)C(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.669337618,-0.491,1.00E-08,0.178337618,5462
CC(C)C(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,326.35,-0.66977458,-0.4416,1.00E-08,0.22817458,5463
CC(C)C(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,347.25,-0.669990488,-0.4494,1.00E-08,0.220590488,5464
CC(C)C(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,367.05,-0.670160138,-0.4277,1.00E-08,0.242460138,5465
CC(C)C(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.669411486,-0.4463,1.00E-08,0.223111486,5466
CC(C)CC(C)(C)C,c1ccc2ncccc2c1,293.2,1.255875368,2.5588,1.00E-08,1.302924632,5467
c1ccccc1,c1ccc2ncccc2c1,293.15,0.014881227,0.5128,1.00E-08,0.497918773,5468
c1ccccc1,c1ccc2ncccc2c1,298.2,0.01372423,0.2776,1.00E-08,0.26387577,5469
c1ccccc1,c1ccc2ncccc2c1,333.15,0.006864682,0.3853,1.00E-08,0.378435318,5470
c1ccccc1,Nc1ccccc1,293.2,0.666492814,0.7975,1.00E-08,0.131007186,5471
c1ccccc1,Nc1ccccc1,333.15,0.571977791,0.6931,1.00E-08,0.121122209,5472
c1ccccc1,Nc1ccccc1,373.15,0.493933063,0.5878,1.00E-08,0.093866937,5473
c1ccccc1,Nc1ccccc1,298.2,0.653629397,0.7885,1.00E-08,0.134870603,5474
c1ccccc1,Nc1ccccc1,298.15,0.653756474,0.7324,1.00E-08,0.078643526,5475
c1ccccc1,Nc1ccccc1,293.15,0.666623051,0.8065,1.00E-08,0.139876949,5476
C1CCCCC1,Nc1ccccc1,293.2,2.418211903,2.5642,1.00E-08,0.145988097,5477
C1CCCCC1,Nc1ccccc1,298.15,2.363697018,2.4765,1.00E-08,0.112802982,5478
C1CCCCC1,Nc1ccccc1,293.15,2.418771578,2.6101,1.00E-08,0.191328422,5479
CC1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.661540448,-0.6255,1.00E-08,0.036040448,5480
CC1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.66158736,-0.6162,1.00E-08,0.04538736,5481
CC1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,323.15,-0.661784935,-0.6162,1.00E-08,0.045584935,5482
CC1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.717509349,-0.6218,1.00E-08,0.095709349,5483
CC1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,326.35,-0.717896288,-0.5942,1.00E-08,0.123696288,5484
CC1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,347.25,-0.71807071,-0.587,1.00E-08,0.13107071,5485
CC1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,367.05,-0.71819663,-0.5656,1.00E-08,0.15259663,5486
CC1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.717577446,-0.5978,1.00E-08,0.119777446,5487
CC(C)CC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.522729123,-0.3271,1.00E-08,0.195629123,5488
CC(C)CC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,338.2,-0.523732673,0.0092,1.00E-08,0.532932673,5489
CC(C)CC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.522857509,-0.3285,1.00E-08,0.194357509,5490
CCC(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.648180043,-0.4829,1.00E-08,0.165280043,5491
CCC(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.648211308,-0.4463,1.00E-08,0.201911308,5492
CCCC(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,293.15,-0.54579749,-0.4186,1.00E-08,0.12719749,5493
CCCC(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,367.05,-0.545894357,-0.3383,1.00E-08,0.207594357,5494
CCCC(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,347.25,-0.545848619,-0.3711,1.00E-08,0.174748619,5495
CCCC(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,326.35,-0.54580428,-0.3667,1.00E-08,0.17910428,5496
CCCC(C)CC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.545788312,-0.3567,1.00E-08,0.189088312,5497
CCCCCCC,Nc1ccccc1,293.2,3.147794801,3.4585,1.00E-08,0.310705199,5498
CCCCCCC,Nc1ccccc1,293.15,3.148531243,3.4595,1.00E-08,0.310968757,5499
CCCCCCC,Nc1ccccc1,298.15,3.07605105,3.2862,1.00E-08,0.21014895,5500
C=C(C)CCC,Nc1ccccc1,293.15,1.70270972,2.4723,1.00E-08,0.76959028,5501
CCCC(C)C,CCCCCCCCCCCCCC(=O)N(C)C,367.05,-0.181469443,0.3812,1.00E-08,0.562669443,5502
CCCC(C)C,CCCCCCCCCCCCCC(=O)N(C)C,326.35,-0.158476707,0.4337,1.00E-08,0.592176707,5503
C=C(C)CCC,CCCCCCCCCCCCCCCCO,347.25,-0.1722358,0.2807,1.00E-08,0.4529358,5504
C=C(C)CCC,CCCCCCCCCCCCCCCCO,326.35,-0.150672612,0.3528,1.00E-08,0.503472612,5505
C=C(C)CCC,CCCCCCCCCCCCCCCCO,367.05,-0.189798325,0.2422,1.00E-08,0.431998325,5506
C1CCCC1,CCCCCCCCCCCCCCCCO,326.35,-0.24744898,0.1544,1.00E-08,0.40184898,5507
C1CCCC1,CCCCCCCCCCCCCCCCO,347.25,-0.268874258,0.0834,1.00E-08,0.352274258,5508
C1CCCC1,CCCCCCCCCCCCCCCCO,367.05,-0.286998923,0.045,1.00E-08,0.331998923,5509
BrCBr,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,367.05,-0.650416827,-0.4479,1.00E-08,0.202516827,5510
BrCBr,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,347.25,-0.671154627,-0.4943,1.00E-08,0.176854627,5511
BrCBr,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,326.35,-0.69906708,-0.491,1.00E-08,0.20806708,5512
C1=CCCCC1,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,326.35,-0.365720174,-0.2058,1.00E-08,0.159920174,5513
C1=CCCCC1,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,347.25,-0.374041285,-0.2157,1.00E-08,0.158341285,5514
C1=CCCCC1,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,367.05,-0.380903219,-0.1779,1.00E-08,0.203003219,5515
C1=CCCCC1,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,393.15,-0.388685639,-0.1863,1.00E-08,0.202385639,5516
ClC(Cl)Br,CCCCCCCCCCCCCCCCO,347.25,-0.793223268,-0.1637,1.00E-08,0.629523268,5517
ClC(Cl)Br,CCCCCCCCCCCCCCCCO,367.05,-0.744973093,-0.1851,1.00E-08,0.559873093,5518
ClC(Cl)Br,CCCCCCCCCCCCCCCCO,326.35,-0.856923559,-0.102,1.00E-08,0.754923559,5519
C1=CCCCC1,CCCCCCCCCCCCCCCCCCCC,347.25,-0.45872275,-0.3383,1.00E-08,0.12042275,5520
C1=CCCCC1,CCCCCCCCCCCCCCCCCCCC,367.05,-0.466419051,-0.3397,1.00E-08,0.126719051,5521
C1=CCCCC1,CCCCCCCCCCCCCCCCCCCC,326.35,-0.44917564,-0.3188,1.00E-08,0.13037564,5522
C=CCC(C)C,CCCCCCCCCCCCCCCCCCCC,326.35,-0.351057064,-0.1009,1.00E-08,0.250157064,5523
C=CCC(C)C,CCCCCCCCCCCCCCCCCCCC,367.05,-0.369575548,-0.159,1.00E-08,0.210575548,5524
C=CCC(C)C,CCCCCCCCCCCCCCCCCCCC,347.25,-0.361329621,-0.1381,1.00E-08,0.223229621,5525
ClC(Cl)Br,CCCCOC(=O)c1ccccc1C(=O)OCCCC,326.35,-0.984090781,-0.9442,1.00E-08,0.039890781,5526
ClC(Cl)Br,CCCCOC(=O)c1ccccc1C(=O)OCCCC,367.05,-0.833353262,-0.7277,1.00E-08,0.105653262,5527
ClC(Cl)Br,CCCCOC(=O)c1ccccc1C(=O)OCCCC,347.25,-0.899319591,-0.844,1.00E-08,0.055319591,5528
CCCC(C)(C)C,CCCCCCCCCCCCCCCCCCCC,326.35,-0.350474822,-0.0305,1.00E-08,0.319974822,5529
CCCC(C)(C)C,CCCCCCCCCCCCCCCCCCCC,367.05,-0.351752334,-0.0598,1.00E-08,0.291952334,5530
CCCC(C)(C)C,CCCCCCCCCCCCCCCCCCCC,347.25,-0.35118719,-0.0545,1.00E-08,0.29668719,5531
CCCC(C)(C)C,CCCCCCCCCCCCCCCCCCCC,353.15,-0.351365621,-0.064,1.00E-08,0.287365621,5532
CCCC(C)CC,CCCCCCCCCCCCCCCCCCCC,347.25,-0.340872999,-0.0965,1.00E-08,0.244372999,5533
CCCC(C)CC,CCCCCCCCCCCCCCCCCCCC,326.35,-0.340666526,-0.0866,1.00E-08,0.254066526,5534
CCCC(C)CC,CCCCCCCCCCCCCCCCCCCC,367.05,-0.34104957,-0.102,1.00E-08,0.23904957,5535
CCCC(C)CC,CCCCCCCCCCCCCCCCCCCC,353.15,-0.340927611,-0.1043,1.00E-08,0.236627611,5536
Cl/C=C\Cl,CCCCCCCCCCCCCCCCO,367.05,-0.523838016,-0.0726,1.00E-08,0.451238016,5537
Cl/C=C\Cl,CCCCCCCCCCCCCCCCO,347.25,-0.526221715,-0.0233,1.00E-08,0.502921715,5538
